Smiles,Standard Type,Standard Value,Standard Units,Molecule ChEMBL ID
Nc1cc(Cl)nc(N/N=C/c2ccccc2[N+](=O)[O-])n1,Potency,11220.2,nM,CHEMBL3196573
COc1ccc(OCCSc2nc(N)cc(N)n2)cc1,Potency,11220.2,nM,CHEMBL1405619
CNC(=S)N/N=C(\C)c1ccc(N2CCOCC2)cc1,Potency,8912.5,nM,CHEMBL2001887
CCN(CC)c1ccc(/C=N/N2CCOCC2)cc1,Potency,3162.3,nM,CHEMBL3191378
O=C(NC(=S)Nc1ccc(Cl)cc1Cl)C1CC1,Potency,3162.3,nM,CHEMBL1414717
O=C(NNC(=O)c1cccs1)c1ccc(Br)cc1,Potency,12589.3,nM,CHEMBL1372641
COc1ccccc1OCC(=O)Nc1sc2c(c1C(N)=O)CCC2,Potency,5011.9,nM,CHEMBL1433855
Cl.c1ccc(-c2ccc(OCCN3CCOCC3)cc2)cc1,Potency,11220.2,nM,CHEMBL1378491
Cc1ccsc1CCNC(=O)C1CCC(=O)N(CCc2cccc(F)c2)C1,Potency,7943.3,nM,CHEMBL1346269
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,Potency,12589.3,nM,CHEMBL241608
O=C(CSc1ncccn1)Nc1ccc2c(c1)CCC2,Potency,8912.5,nM,CHEMBL1708630
O=C(Nc1ccccc1)N1CC=C(c2ccc(F)cc2)CC1,Potency,3981.1,nM,CHEMBL1556284
CC1(C)CC(=O)C(C2C3=C(CC(C)(C)CC3=O)Oc3ccc4ccccc4c32)C(=O)C1,Potency,7943.3,nM,CHEMBL1498125
CCOc1ccc(-c2nnc(-c3cccs3)o2)cc1OCC,Potency,8912.5,nM,CHEMBL1311793
Cl.Clc1ccc(-c2ccc(CNCC3CCCO3)o2)cc1,Potency,10000.0,nM,CHEMBL1548556
CNc1ccc(/C=C\CCCO)cn1,Potency,10000.0,nM,CHEMBL2132679
COc1ccc2c(CN(C)Cc3ccccc3)cc(=O)oc2c1,Potency,5011.9,nM,CHEMBL1901938
O=C(c1ccc(OCC2CCCO2)cc1)N1CCc2ccccc2C1,Potency,11220.2,nM,CHEMBL1381081
Cc1cccc(NC(=O)C2C3CCCCC32)c1,Potency,10000.0,nM,CHEMBL1335183
Cc1nn(-c2ccccc2)c(/N=C/c2ccccc2O)c1-c1ccccc1,Potency,12589.3,nM,CHEMBL3195278
CN=C(S)N1CCN(c2nc3ccccc3s2)CC1,Potency,7079.5,nM,CHEMBL1495531
Cc1ccccc1CSc1ccc(-c2ccc3c(c2)OCO3)nn1,Potency,8912.5,nM,CHEMBL1414843
C(=NOCc1ccccc1)c1ccccn1,Potency,10000.0,nM,CHEMBL1892436
O=S(=O)(c1cccs1)N1CCCc2cccc(O)c21,Potency,12589.3,nM,CHEMBL1548896
Cc1ccc2cc(NC(=O)Cc3ccccc3)ccc2n1,Potency,4466.8,nM,CHEMBL1413596
Oc1ccc(-c2nnc(SCc3ccccc3)o2)cc1,Potency,10000.0,nM,CHEMBL1559181
Cn1cccc1C(=O)N/N=C/c1c(Cl)cccc1Cl,Potency,6309.6,nM,CHEMBL3213893
CC1CCc2c(C(=O)Nc3nccs3)csc2C1,Potency,12589.3,nM,CHEMBL1432466
CCNc1oc(COc2cccc(C)c2)nc1C#N,Potency,11220.2,nM,CHEMBL1301904
COc1cccc(N/C=C/c2onc(C)c2[N+](=O)[O-])c1,Potency,3981.1,nM,CHEMBL1577737
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,Potency,39810.7,nM,CHEMBL294264
O=C(NNC(=O)c1ccccc1F)c1cccs1,Potency,5623.4,nM,CHEMBL1399085
CCOc1ccc(NC(=O)Nc2cc(C)on2)cc1,Potency,7943.3,nM,CHEMBL1350199
Cc1nnc(SCc2ccc3c(c2)OCO3)s1,Potency,8912.5,nM,CHEMBL1477560
Cc1ccc(OCC(=O)N2CCc3ccccc3C2)c(Br)c1,Potency,12589.3,nM,CHEMBL1380564
Fc1ccc(CSc2ccc(-c3cccs3)nn2)cc1,Potency,10000.0,nM,CHEMBL1391035
COc1ccc(NC(=O)c2sccc2C)cn1,Potency,7943.3,nM,CHEMBL1576493
O=C(NCCCN1CCCC1=O)c1cc2c(s1)CCCCC2,Potency,11220.2,nM,CHEMBL1524725
COc1ccc(CN2C(=O)CS/C2=N/N=C/c2ccccc2)cc1,Potency,3981.1,nM,CHEMBL3213961
COc1ccc(-c2nc3ccccn3c2NCc2ccc3c(c2)OCO3)cc1,Potency,7943.3,nM,CHEMBL1558119
COc1cc(SC)ccc1C(=O)Nc1ccc(C)cc1C,Potency,7943.3,nM,CHEMBL1389695
Cc1ccc2cc(NC(=O)c3ccccc3C)ccc2n1,Potency,7079.5,nM,CHEMBL1339222
COc1ccccc1CNC(=O)Cc1ccccc1,Potency,11220.2,nM,CHEMBL1370414
COc1ccccc1C(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,Potency,11220.2,nM,CHEMBL1605266
Cc1ccc(N2Cc3ccccc3C2=S)cc1,Potency,3981.1,nM,CHEMBL1585747
CCc1cc(C(=O)NN=C(S)Nc2ccccc2C)cs1,Potency,10000.0,nM,CHEMBL1312443
COc1ccc([C@H]2Cc3cc(O)cc(O)c3C(=O)O2)cc1O,Potency,10000.0,nM,CHEMBL421486
O=C(COc1ccc(Br)cc1Br)NC(=O)NC1CCCC1,Potency,11220.2,nM,CHEMBL1483686
Cc1ccc(-c2noc(-c3ccno3)n2)cc1,Potency,8912.5,nM,CHEMBL1365688
Nc1cc(OCc2ccccc2)ccc1OCc1ccccc1,Potency,11220.2,nM,CHEMBL1704804
CCN=C(S)NNC(=O)c1cc(-c2cccc(C)c2)nc2ccccc12,Potency,4466.8,nM,CHEMBL1603982
CC(=O)c1ccc(NC(S)=NCCc2cccc(Cl)c2)cc1,Potency,3162.3,nM,CHEMBL1409532
O=C(Cc1ccc(Cl)cc1)Nc1ccc(Br)cn1,Potency,12589.3,nM,CHEMBL1409463
COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,Potency,7943.3,nM,CHEMBL275391
c1coc(-c2nc(-c3ccncc3)no2)c1,Potency,3162.3,nM,CHEMBL472931
Cc1cc(C)n(-c2ccc(C(=O)NC3=NCCS3)cc2)n1,Potency,11220.2,nM,CHEMBL1570720
O=C(c1ccco1)N1CCn2c1nc1ccccc12,Potency,7079.5,nM,CHEMBL1366431
COc1ccc(CCC(=O)Nc2sccc2C#N)cc1,Potency,11220.2,nM,CHEMBL1412630
Cc1ccccc1-c1c[nH]c(C(O)c2ccccc2)n1,Potency,4466.8,nM,CHEMBL2139173
Cc1ccc(-n2c(SCC(=O)N3CCC(C(=O)O)CC3)nc3ccccc3c2=O)cc1C,Potency,4466.8,nM,CHEMBL1542737
O=C(NCCCc1ccccc1)c1cccc(Br)c1,Potency,12589.3,nM,CHEMBL1881440
C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc2c(c1)Nc1ccccc1S2,Potency,7079.5,nM,CHEMBL3197153
COc1cccc(-c2csc(NC(C)=O)n2)c1,Potency,12589.3,nM,CHEMBL1541291
Cc1cc(C(=O)Nc2nnc(C3CC3)s2)c(C)s1,Potency,3548.1,nM,CHEMBL1435454
CCOc1ccc(NC(=O)Nc2ccccc2SC)cc1,Potency,2818.4,nM,CHEMBL1470018
COc1ccc(CNC(=O)Cn2cccc2C(=O)c2ccccc2)cc1,Potency,11220.2,nM,CHEMBL1577968
Cc1cc(C)c(C#N)c(SCC(=O)Nc2ccc3c(c2)OCO3)n1,Potency,11220.2,nM,CHEMBL1508938
C=CC1=C(C)C2=N/C1=C\C1=[N+]3[Zn-2][N+]4=C(/C=C5\N=C(/C=C\3C(CCC(=O)O)=C1C)C(CCC(=O)O)=C5C)C(C)=C(C=C)/C4=C/2,Potency,31622.8,nM,CHEMBL1476362
CCn1cnc2cc(NC(=O)c3cccs3)ccc21,Potency,12589.3,nM,CHEMBL1536782
N=C(NC(=S)Nc1ccc2c(c1)OCO2)c1ccccc1,Potency,4466.8,nM,CHEMBL2134736
Cc1ccc(CONC(=O)c2cccc(C)c2)cc1,Potency,8912.5,nM,CHEMBL1560859
COc1ccc(Nc2nc(N)c3ccccc3n2)c(OC)c1.Cl,Potency,3548.1,nM,CHEMBL1346736
Nc1nc2sc3c(c2c(=O)s1)CCCC3,Potency,11220.2,nM,CHEMBL452241
O=C(NCc1ccco1)c1ccc2ccccc2c1,Potency,11220.2,nM,CHEMBL1531927
O=[N+]([O-])c1cccnc1NCCNc1ncc(C(F)(F)F)cc1Cl,Potency,2511.9,nM,CHEMBL1586735
COCn1c(COc2ccccc2)nc2ccccc21,Potency,12589.3,nM,CHEMBL1371531
S=C(Nc1ccc(Cl)cc1)Nc1ccc2c(c1)OCCO2,Potency,7079.5,nM,CHEMBL1339082
CC(=O)c1cccc(NC(=O)N2CCc3ccccc3C2)c1,Potency,8912.5,nM,CHEMBL1488002
CCc1nnc(NC(=O)C2COc3ccccc3O2)s1,Potency,11220.2,nM,CHEMBL1341742
CN1CCC/C1=C/C=C1\SC(=S)NC1=O,Potency,10000.0,nM,CHEMBL1458448
CC(C)c1ccc(C(=O)NCCCc2ccccc2)cc1,Potency,10000.0,nM,CHEMBL1528207
Cc1ccc(C2=N/C(=C/N3CCOCC3)C(=O)O2)cc1,Potency,8912.5,nM,CHEMBL1380072
COc1ccc2[nH]c(SCC(=O)C(C)(C)C)nc2c1,Potency,7943.3,nM,CHEMBL1566346
CNc1ccc(/C=C(\C#N)c2ccccn2)cc1[N+](=O)[O-],Potency,10000.0,nM,CHEMBL1488160
CC(=O)N(c1nnc(-c2ccc(C)cc2)s1)C1CCCC1,Potency,11220.2,nM,CHEMBL1490979
Cn1cccc1/C=C1\SC(=O)N(c2ccc(O)cc2)C1=O,Potency,10000.0,nM,CHEMBL1484293
COc1cccc2nc(O)c(-c3ccccc3)cc12,Potency,3162.3,nM,CHEMBL1378535
CC(C)(C)n1ncc2c(=O)n(CC(=O)c3ccccc3)cnc21,Potency,12589.3,nM,CHEMBL1352758
O=C(NCCO)c1ccc2c3n(nc2c1)-c1ccc(Cl)cc1CO3,Potency,3162.3,nM,CHEMBL1313907
COc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,Potency,6309.6,nM,CHEMBL1488267
O=C(CSc1ccc(-c2cccs2)nn1)c1cccs1,Potency,11220.2,nM,CHEMBL1508525
COC(=O)Cc1ccc(NC(=O)c2ccc(Br)o2)cc1,Potency,12589.3,nM,CHEMBL1502876
COc1ccc(N=C2C(=S)N(c3ccc(OC)cc3)C(=NS(=O)(=O)c3ccccc3)N2c2ccccc2)cc1,Potency,3548.1,nM,CHEMBL1705503
CCOC(=O)C1=NN(c2ccc(Cl)cc2)C(=O)C1,Potency,3981.1,nM,CHEMBL1462670
Cc1ccc(-c2csc(NC(=O)c3ccc(Br)cc3)c2C(=O)O)cc1,Potency,1995.3,nM,CHEMBL1322398
CCCNC(=O)/C=C/c1ccc(C(C)C)cc1,Potency,12589.3,nM,CHEMBL1600014
COc1cccc(-c2nnc3sc(-c4ccco4)nn23)c1,Potency,8912.5,nM,CHEMBL1505324
CCCc1nc2ccc(C)cn2c1Cc1ccc(C)cc1,Potency,7079.5,nM,CHEMBL1889628
Cc1ccc(-c2nn(-c3ccccc3)cc2CO)cc1,Potency,7943.3,nM,CHEMBL1565078
COc1cc(C)ccc1OCc1cc(C(=O)NCc2ccncc2)no1,Potency,7943.3,nM,CHEMBL1384957
O=C(Nc1cnc2ccccn2c1=O)c1ccc(Cl)cc1,Potency,11220.2,nM,CHEMBL1547711
Cc1ccc(SCc2cn3cccnc3n2)cc1,Potency,11220.2,nM,CHEMBL1557761
O=C(NCCc1ccccc1)/C(=N\O)c1ccccc1,Potency,1258.9,nM,CHEMBL1896260
Cc1ccc(-c2nc3ccc(Br)cn3c2Cc2cccc(F)c2)cc1,Potency,3162.3,nM,CHEMBL1886006
O=C(CCc1ccccc1)NCCSc1ccccc1,Potency,5623.4,nM,CHEMBL1450575
CCCCOc1ccc(C(=O)Nc2cccc(C)n2)cc1,Potency,2818.4,nM,CHEMBL1499489
C(/C=C/c1ccccc1)=N/N1CCN(c2ccccc2)CC1,Potency,7943.3,nM,CHEMBL3213499
COc1ccc2c(c1)CC/C(=C\C=C\c1ccccc1OC)C2=O,Potency,11220.2,nM,CHEMBL1542043
O=C(Nc1ccc2c(c1)OCO2)c1cncc(Br)c1,Potency,10000.0,nM,CHEMBL1428655
O=C1c2ccccc2S(=O)(=O)N1CC1CC(c2ccccc2)=NO1,Potency,11220.2,nM,CHEMBL1503751
CCOc1ccc(/C=C/C(=O)c2ccccc2)cc1,Potency,12589.3,nM,CHEMBL3198539
CCC(=O)NCCc1sc2nc(-c3ccc(OC)cc3)nn2c1C,Potency,5011.9,nM,CHEMBL1359067
Cc1cccc(Nc2ncc3c(n2)CC(C)CC3=O)c1,Potency,5011.9,nM,CHEMBL1539863
N#Cc1ccc2sn(-c3ccccc3)c(=O)c2c1,Potency,11220.2,nM,CHEMBL1702711
Cc1cccc(NC(=O)Cc2noc3ccccc23)c1,Potency,11220.2,nM,CHEMBL1546726
O=C(O)c1ccc(-c2ccccn2)s1,Potency,10000.0,nM,CHEMBL1374722
Cc1ccc(-c2nnn(CCC(=O)NC(C)(C)C)n2)cc1,Potency,14125.4,nM,CHEMBL1520225
COc1ccc2c(Cl)c(C(N)=O)sc2c1,Potency,10000.0,nM,CHEMBL1414671
O=C(NCc1ccco1)c1cc2c(s1)CCCCC2,Potency,11220.2,nM,CHEMBL1410534
CN1CCN(CCOc2ccc(-c3ccccc3)cc2)CC1.Cl,Potency,7943.3,nM,CHEMBL1414627
CCCCOc1ccc(C(=S)N2CCC(C(N)=O)CC2)cc1,Potency,3981.1,nM,CHEMBL1612024
CC(=O)c1cccc(Nc2ccc(-c3ccccc3F)nn2)c1,Potency,11220.2,nM,CHEMBL1372087
Cc1cccc(NC(=O)Nc2cc(C)cc(C)n2)c1,Potency,3548.1,nM,CHEMBL1353362
CCCCOc1ccc(CSc2nc[nH]n2)cc1,Potency,7079.5,nM,CHEMBL1449719
Cn1cc(CCNC(=O)c2ccc3nc(Cc4ccccc4F)oc3c2)cn1,Potency,2511.9,nM,CHEMBL1532220
COC(=O)c1sc(NC(=O)c2oc3ccccc3c2C)nc1C,Potency,7079.5,nM,CHEMBL1304256
Cc1ccc(NC(=O)c2nnn(-c3ccc4c(c3)OCCO4)c2N)cc1,Potency,5623.4,nM,CHEMBL1406952
N#C/C(=C/c1ccc(N2CCCCC2)cc1)c1cccc(F)c1,Potency,7943.3,nM,CHEMBL1340675
CCOC(=O)CNC(=O)c1sc(NC(=O)c2cccc(F)c2)nc1C,Potency,8912.5,nM,CHEMBL1541640
CCc1ccc(NC(=O)N2CCCCCC2)cc1,Potency,7079.5,nM,CHEMBL1338501
COc1cccc(/C=N/NC(=O)c2cccc(N3CCCC3=O)c2)c1,Potency,8912.5,nM,CHEMBL3191009
Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1,Potency,10000.0,nM,CHEMBL323356
c1ccc(CN2CCc3nc4ccccc4cc3C2)cc1,Potency,10000.0,nM,CHEMBL1411342
CC(C)=CC(=O)Nc1ccc(OCc2ccccc2)cc1,Potency,2818.4,nM,CHEMBL1389833
CCOc1ccc(NC(=O)CCc2c(C)nn(-c3ccc(N4CCCCC4)nn3)c2C)cc1,Potency,11220.2,nM,CHEMBL1376487
CC1(C)CC(=O)c2c(O)cc(OCc3ccc(Br)cc3)cc2O1,Potency,3548.1,nM,CHEMBL1504310
Cc1ccc(C(=O)CN2C(=O)C(C)Oc3ccccc32)cc1,Potency,11220.2,nM,CHEMBL1429317
COc1ccc(N2C(=O)c3ccccc3NC2(C)C)cc1,Potency,10000.0,nM,CHEMBL1578017
COc1cc(CCC(C)=O)ccc1OC(=O)c1c(F)cccc1Cl,Potency,8912.5,nM,CHEMBL1385485
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],Potency,1258.9,nM,CHEMBL354349
COc1ccc(CCNC(=O)c2cccn2C)cc1,Potency,2818.4,nM,CHEMBL1725775
COc1ccccc1/C=N/Nc1nccnc1Cl,Potency,11220.2,nM,CHEMBL2005284
O=c1oc(-c2cccs2)nc2sc3c(c12)CCCCC3,Potency,10000.0,nM,CHEMBL1409241
CCc1nnc(NC(=O)CSc2ccc(-c3ccc(-n4cccn4)cc3)nn2)s1,Potency,10000.0,nM,CHEMBL1596281
O=C(NCC1COc2ccccc2O1)c1ccccc1,Potency,7943.3,nM,CHEMBL1565953
NC(=NOC(=O)CSc1ccccc1)c1ccc([N+](=O)[O-])cc1,Potency,11220.2,nM,CHEMBL1364200
Cc1ccc(Cc2nc(-c3ccccn3)no2)cc1,Potency,2238.7,nM,CHEMBL1601580
CCC(=O)Nc1ccc(NC(=O)c2ccco2)cc1,Potency,2511.9,nM,CHEMBL1575028
CC(OC(=O)c1ccc([N+](=O)[O-])o1)C(=O)Nc1nc(-c2ccc(F)c(F)c2)cs1,Potency,12589.3,nM,CHEMBL1513909
Cc1sc(NC(=O)C2CCCCC2)c(C#N)c1-c1ccccc1,Potency,7079.5,nM,CHEMBL1350043
O=C(Nc1ccc2c(c1)OCO2)c1cccc(F)c1,Potency,11220.2,nM,CHEMBL1480147
Oc1ccc(N=Nc2ccccc2)cc1,Potency,8912.5,nM,CHEMBL1525953
COC(=O)c1cccc(-n2c(C)cc(/C=C3\SC(=O)NC3=O)c2C)c1,Potency,10000.0,nM,CHEMBL2132848
O=[N+]([O-])c1ccc(O)c(/C=N/c2ccc3c(c2)OCCO3)c1,Potency,11220.2,nM,CHEMBL3207622
Cc1cccc2c1OCC/C2=N\NC(=O)COc1ccccc1,Potency,11220.2,nM,CHEMBL3209355
COC(=O)[C@@H](C)NC(=O)c1ccc2oc(CCc3ccccc3)nc2c1,Potency,11220.2,nM,CHEMBL1483831
COc1cc(OC)c(C2CC(=O)N3CN(c4ccc(C)cc4)CSC3=C2C#N)cc1OC,Potency,6309.6,nM,CHEMBL1417556
O=C(CNC(=O)c1ccccc1F)Nc1ccc2c(c1)OCO2,Potency,7943.3,nM,CHEMBL1707625
O=S(=O)(Cc1noc(-c2ccc(Cl)cc2)n1)Cc1ccco1,Potency,7943.3,nM,CHEMBL1533346
O=C(Nc1ccc(N2CCCCCC2)cc1)c1ccc[nH]1,Potency,1412.5,nM,CHEMBL1435749
COc1ccc(-c2cn3nc(SCC(=O)NC4CCCCC4)ccc3n2)cc1,Potency,1258.9,nM,CHEMBL1524339
CC(C)C(=O)Nc1ccc2oc(-c3cc(F)c(F)cc3Cl)nc2c1,Potency,2818.4,nM,CHEMBL1497843
COc1ccc2c(c1OC)C(=O)N(c1ccc(O)cc1)C2,Potency,4466.8,nM,CHEMBL1310245
Cc1ccnc(NC(=O)Nc2cccc(F)c2)n1,Potency,1000.0,nM,CHEMBL1455362
COc1cccc(/C(C)=N/Nc2ncc(Cl)cc2Cl)c1,Potency,10000.0,nM,CHEMBL3210546
O=C(O)c1ccccc1CSc1nc2ccccc2o1,Potency,8912.5,nM,CHEMBL1563949
Cn1c(NC(=O)c2ccccc2Br)cc(=O)n(C)c1=O,Potency,2511.9,nM,CHEMBL1566406
Cc1ccc(NC(=O)c2ccc(OC(=O)CCN3C(=O)c4ccccc4C3=O)cc2)cc1,Potency,7079.5,nM,CHEMBL1303988
COc1cc2c(cc1OC)CN(c1ccc3ccccc3n1)CC2,Potency,11220.2,nM,CHEMBL1337145
N=C(NCc1ccco1)NC(=O)c1ccc(Cl)cc1,Potency,11220.2,nM,CHEMBL1611193
Cc1cccc(NC(=O)c2ccc(OC3CSC3)cc2)c1,Potency,11220.2,nM,CHEMBL1453002
Cc1oc2cc3c(C(=O)N4CCCCC4)c(C)oc3cc2c1C(=O)N1CCCCC1,Potency,3162.3,nM,CHEMBL1543948
COc1cc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)ccc1OCc1cccc(Cl)c1,Potency,11220.2,nM,CHEMBL3198516
COc1ccccc1C(O)Cc1nc2ccccc2n1C,Potency,10000.0,nM,CHEMBL1603408
CCNC(=O)c1sc2cc(C)ccc2c1Cl,Potency,7079.5,nM,CHEMBL1371511
CCN(CC)CC(=O)Nc1scc2c1c(=O)oc1ccccc12,Potency,11220.2,nM,CHEMBL1422621
O=c1c2cc(N3CCOCC3)ccc2[nH]c(=S)n1Cc1ccc(Cl)cc1,Potency,11220.2,nM,CHEMBL1376513
Cc1c(/C=C/C(=O)c2ccc(C(C)C)cc2)cnn1C,Potency,11220.2,nM,CHEMBL1319658
Clc1ccccc1CSc1cc2c(nn1)-c1ccccc1CC2,Potency,3981.1,nM,CHEMBL1334460
CC1CCN(CCc2nc3cc(NC(=O)Nc4ccccc4)ccc3n2C)CC1,Potency,14125.4,nM,CHEMBL1562164
Clc1cccc(CSc2nc3cc[nH]cc-3n2)c1,Potency,8912.5,nM,CHEMBL1301852
O=C1CCN2C=Nc3cccc4ccc1c2c34,Potency,15848.9,nM,CHEMBL1510317
CC(C)C(=O)Nc1cccc(NC(=O)c2cc3ccccc3o2)c1,Potency,10000.0,nM,CHEMBL1413793
Cc1ccc(OCc2cc(C(=O)N(C)CCc3ccccn3)no2)cc1C,Potency,8912.5,nM,CHEMBL1471230
Cc1ccc(NC(=O)OC(C)CNC(=O)Oc2cccc(C)c2)cc1,Potency,11220.2,nM,CHEMBL1429784
CC(C)(C)OC(=O)N/N=C\c1ccc(OC(=O)c2ccco2)cc1,Potency,7943.3,nM,CHEMBL3191597
CC(C)(C)c1cc(NC(=O)c2cccnc2)no1,Potency,7079.5,nM,CHEMBL1569407
c1ccc2oc(-c3cc[nH]n3)cc2c1,Potency,4466.8,nM,CHEMBL1604966
O=C(O)c1ccc(/C=N/N2CCN(c3ccccc3)CC2)cc1,Potency,4466.8,nM,CHEMBL3211273
Cc1ccc(C)c(OCc2cc(C(=O)N3C[C@@H](C)O[C@@H](C)C3)no2)c1,Potency,4466.8,nM,CHEMBL1546325
CCCc1ccc2oc(C(=O)NCCc3cnn(C)c3)c(C)c2c1,Potency,8912.5,nM,CHEMBL1526386
O=C(Cc1ccc(Cl)cc1)Nc1cc(Cl)ccn1,Potency,7079.5,nM,CHEMBL1697960
Fc1ccccc1CSc1nc2cc(Br)c[nH]c-2n1,Potency,11220.2,nM,CHEMBL1489593
O=C(NCCSc1ccccc1)c1cccnc1,Potency,14125.4,nM,CHEMBL1558094
O=[N+]([O-])c1cc(Cl)ccc1-c1nc(-c2ccccc2)no1,Potency,2818.4,nM,CHEMBL1569170
CCC(C)c1ccc(NC(=O)c2cccnc2)cc1,Potency,3548.1,nM,CHEMBL1500474
CCOc1ccc(NC(=O)c2ccc(NC(=O)COC(=O)Cc3ccc(OC)cc3)cc2)cc1,Potency,4466.8,nM,CHEMBL1454617
CC(C)Cc1ccc(-c2ccc3nccn3c2)cc1,Potency,14125.4,nM,CHEMBL1882959
Cc1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccc2c(c1)OCCO2,Potency,10000.0,nM,CHEMBL1412182
N#Cc1c(N2CCOCC2)nsc1-c1ccc(C(F)(F)F)cc1,Potency,5011.9,nM,CHEMBL1303994
COc1ccc(-c2nc3sc(CCNC(=O)c4cc(OC)c(OC)c(OC)c4)c(C)n3n2)cc1,Potency,7943.3,nM,CHEMBL1434150
O=C1CN(c2ccccc2)C(=S)N1C(=O)c1ccccc1,Potency,7079.5,nM,CHEMBL1501741
N#Cc1cc(C#N)c(N2CCN(c3cccc(Cl)n3)CC2)nc1N,Potency,8912.5,nM,CHEMBL600315
O=C(NC1CC1)c1cc2cc3ccccc3nc2s1,Potency,5011.9,nM,CHEMBL1525093
COc1ccc(NC(=O)Nc2ccc3[nH]ccc3c2)cc1,Potency,3162.3,nM,CHEMBL1732099
COc1ccc(NC(=S)N2CCC(c3ccccc3)C2)cc1,Potency,2818.4,nM,CHEMBL1502975
COc1ccc(-c2nnc(N(C)C(=O)c3ccno3)s2)cc1,Potency,5011.9,nM,CHEMBL1424464
O=C(Cc1cccs1)NCc1cccc(Cl)c1,Potency,12589.3,nM,CHEMBL1578086
O=C(CNC(=O)c1ccco1)Nc1ccc(Cl)cc1,Potency,12589.3,nM,CHEMBL1503423
CC(/C=N/NC(=O)c1ccncc1)=C\c1ccc(C(C)C)cc1,Potency,8912.5,nM,CHEMBL3208718
COC(=O)c1ccc(OCC(O)Cn2nnc3ccccc32)cc1,Potency,11220.2,nM,CHEMBL1543774
COc1ccc(C(=O)Nc2cc3c4c(c2)CC(=O)N4CCC3)c(OC)c1,Potency,3981.1,nM,CHEMBL1589910
CCCCOc1ccc(-c2nnc(N)s2)cc1,Potency,6309.6,nM,CHEMBL1498893
CCc1ccc(-c2nc(N)sc2C)cc1,Potency,11220.2,nM,CHEMBL1507542
O=[N+]([O-])c1cc(C=NN2CCCCCC2)ccc1Cl,Potency,2818.4,nM,CHEMBL1699036
c1ccn(-c2ccc(-c3cc[nH]n3)cc2)c1,Potency,5011.9,nM,CHEMBL1392771
O=C(N/N=C/c1c[nH]c2ccccc12)c1ccccc1O,Potency,8912.5,nM,CHEMBL3196116
CCOCC(=O)Nc1nc2ccccc2s1,Potency,7943.3,nM,CHEMBL1602896
Cc1cc(N/N=C/c2ccc3c(c2)OCO3)nc2ccccc12,Potency,12589.3,nM,CHEMBL1970753
O=C(CN1CCCCCC1)Nc1ccc(Br)cc1Br,Potency,5623.4,nM,CHEMBL1406209
CCc1ccc(NC(=O)Nc2ccncc2)cc1,Potency,10000.0,nM,CHEMBL1586850
O=[N+]([O-])c1cccc(/C=N/Nc2ncc(Br)cn2)c1,Potency,4466.8,nM,CHEMBL3210997
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCC4(CC3)OCCO4)c3ccccc3c2=O)cc1Cl,Potency,10000.0,nM,CHEMBL1542401
c1ccc(-c2ccc(-n3ccnc3)cc2)cc1,Potency,10000.0,nM,CHEMBL1532349
Cc1ccc(OCc2csc(N)n2)cc1,Potency,5011.9,nM,CHEMBL1571248
CCc1ccc(C(=O)Nc2ccc3nc(C)ccc3c2)cc1,Potency,3162.3,nM,CHEMBL1610263
O=C(N/N=C/c1ccc2c(c1)OCO2)c1ccc(Br)o1,Potency,5623.4,nM,CHEMBL3197870
Oc1oc(-c2ccccc2)nc1/C=N/Cc1ccccc1,Potency,10000.0,nM,CHEMBL3197106
COC(=O)Cc1c(OC)ccn(CCc2c[nH]c3ccccc23)c1=O,Potency,2238.7,nM,CHEMBL1431307
O=C(CSc1ccc(-c2cccs2)nn1)N1CCCCCC1,Potency,12589.3,nM,CHEMBL1580310
c1ccc(CSc2ncnn2Cc2ccccc2)cc1,Potency,5011.9,nM,CHEMBL1449685
CCCCOc1ccc(C2(C)CC(=O)NC2=O)cc1,Potency,12589.3,nM,CHEMBL1353158
CCN(C(=O)c1cccs1)c1nc(-c2ccc(OC)cc2)cs1,Potency,12589.3,nM,CHEMBL1471439
CC(/C=C/c1ccccc1F)=N\NC(=O)c1ccccc1,Potency,3162.3,nM,CHEMBL3198998
CCOC(=O)/C(C#N)=C(C)/C=C1\Sc2ccccc2N1CC,Potency,3162.3,nM,CHEMBL1425297
O=C(NCC1CC1)c1ccc2c3n(nc2c1)-c1ccc(Cl)cc1CO3,Potency,2511.9,nM,CHEMBL1906669
O=C(CSc1nc2ccccc2n1S(=O)(=O)c1ccccc1)N1CCCCC1,Potency,14125.4,nM,CHEMBL1458414
Fc1ccc(COc2ccc(-c3nnco3)cc2)cc1,Potency,11220.2,nM,CHEMBL1519452
CC(C)c1ccc(CNc2ncccn2)cc1.O=C(O)C(=O)O,Potency,11220.2,nM,CHEMBL1443772
